Vardi,Dzimums,Skaits
"SAKSHAM","VĪRIETIS",1
"SAKSHE","SIEVIETE",1
"SAKSHI","SIEVIETE",3
"SAKSIJA","SIEVIETE",1
"SAKSONS GABRIELS","VĪRIETIS",1
"SAKTHIVEL","VĪRIETIS",1
"SAKURA","SIEVIETE",1
"SAKYNA","SIEVIETE",1
"SALADDINS","VĪRIETIS",1
"SALADINS","VĪRIETIS",1
"SALAH","VĪRIETIS",1
"SALAH EDDINE","VĪRIETIS",1
"SALAHALDIN","VĪRIETIS",1
"SALAHEDDIN FAHED MUSA","VĪRIETIS",1
"SALAHETDINS","VĪRIETIS",1
"SALAHS MOHAMEDS","VĪRIETIS",1
"SALAHUDHIN","VĪRIETIS",1
"SALAKHIDDIN","VĪRIETIS",1
"SALAM","SIEVIETE",1
"SALAMANS","VĪRIETIS",1
"SALAMANS SEVERS","VĪRIETIS",1
"SALAMEH","VĪRIETIS",1
"SALAMIPIDA","SIEVIETE",1
"SALAMONIDA","SIEVIETE",1
"SALAMONIJA","SIEVIETE",1
"SALAMONS","VĪRIETIS",2
"SALAMS MUHAMMADS","VĪRIETIS",1
"SALAMU","VĪRIETIS",1
"SALAVAT","VĪRIETIS",1
"SALAVATS","VĪRIETIS",7
"SALAVDI","VĪRIETIS",1
"SALDA","SIEVIETE",3
"SALDIJA","SIEVIETE",1
"SALEEM","VĪRIETIS",1
"SALEEM ELI ASLBEK","VĪRIETIS",1
"SALEH","VĪRIETIS",1
"SALEH AHMED HADI MOHAMMED","VĪRIETIS",1
"SALEH ANWAR ABDELHAMID","VĪRIETIS",1
"SALEHA","SIEVIETE",1
"SALEHS","VĪRIETIS",1
"SALEHS ALI","VĪRIETIS",1
"SALEKH","VĪRIETIS",1
"SALEM","VĪRIETIS",2
"SALEMS","VĪRIETIS",1
"SALEMS SAMERS","VĪRIETIS",1
"SALFINABANU","SIEVIETE",1
"SALIFS MARTINS","VĪRIETIS",1
"SALIH","VĪRIETIS",2
"SALIH AYAD SALIH","VĪRIETIS",1
"SALIHS ALEKSANDRS","VĪRIETIS",1
"SALIHS MOHAMMADS","VĪRIETIS",1
"SALIJA","SIEVIETE",1
"SALIJA ANNA","SIEVIETE",1
"SALIJA ANNA LALENDA","SIEVIETE",1
"SALIJA LUĪZE","SIEVIETE",1
"SALIJA SALIMA","SIEVIETE",1
"SALIM","VĪRIETIS",4
"SALIM MOHAMED","VĪRIETIS",1
"SALIMA","SIEVIETE",6
"SALIMAKHON","SIEVIETE",1
"SALIMATA","SIEVIETE",1
"SALIMBEK","VĪRIETIS",1
"SALIMDZHON","VĪRIETIS",1
"SALIMJON","VĪRIETIS",2
"SALIMONA","SIEVIETE",1
"SALIMONS","VĪRIETIS",4
"SALIMS","VĪRIETIS",6
"SALIMŽANS","VĪRIETIS",1
"SALINDER","VĪRIETIS",1
"SALISE","SIEVIETE",1
"SALIYA","SIEVIETE",1
"SALJA","SIEVIETE",1
"SALKA RUN","SIEVIETE",1
"SALLA MAARET KAROLIINA","SIEVIETE",1
"SALLAHELDIN MOHAMED KHALIL","VĪRIETIS",1
"SALLI","SIEVIETE",2
"SALLIJA","SIEVIETE",90
"SALLIJA ALISE","SIEVIETE",1
"SALLIJA ANNA","SIEVIETE",2
"SALLIJA DAINA","SIEVIETE",1
"SALLIJA DŽOANNA","SIEVIETE",1
"SALLIJA FILLA","SIEVIETE",1
"SALLIJA IEVIŅA","SIEVIETE",1
"SALLIJA LANA","SIEVIETE",1
"SALLIJA LAURA","SIEVIETE",1
"SALLIJA MIRIAMA","SIEVIETE",1
"SALLIJS","VĪRIETIS",1
"SALMA","SIEVIETE",3
"SALMA GAMAL MOHAMED MOHAMED MOHAMED","SIEVIETE",1
"SALMA MOHAMEDA GAMALA MOHAMEDA","SIEVIETE",1
"SALMAIDA","SIEVIETE",1
"SALMAN","VĪRIETIS",2
"SALMAN AHMAD","VĪRIETIS",1
"SALMAN FARIS","VĪRIETIS",1
"SALMANS","VĪRIETIS",5
"SALME","SIEVIETE",1
"SALMINGA","SIEVIETE",1
"SALMONIJA","SIEVIETE",1
"SALMONS","VĪRIETIS",1
"SALNA","SIEVIETE",1
"SALNIS VISVALDIS","VĪRIETIS",1
"SALOHIDINS","VĪRIETIS",1
"SALOKHIDDIN","VĪRIETIS",3
"SALOKHIDIN","VĪRIETIS",1
"SALOME","SIEVIETE",11
"SALOME AUSMA NOELLA","SIEVIETE",1
"SALOMEA","SIEVIETE",1
"SALOMEJA","SIEVIETE",12
"SALOMEJA LAIMUTE","SIEVIETE",1
"SALOMIA","SIEVIETE",1
"SALOMIJA","SIEVIETE",1
"SALOMON","VĪRIETIS",1
"SALOMON JAMES","VĪRIETIS",1
"SALOMONIDA","SIEVIETE",1
"SALOMONS ZALMANS","VĪRIETIS",1
"SALTANAT","SIEVIETE",3
"SALTIS","VĪRIETIS",1
"SALUMEJA","SIEVIETE",1
"SALVADOR","VĪRIETIS",2
"SALVADORS","VĪRIETIS",3
"SALVADORS ANTONIO","VĪRIETIS",1
"SALVANDZELUS","VĪRIETIS",1
"SALVATORE","VĪRIETIS",17
"SALVATORE DŽANLUIDŽI","VĪRIETIS",1
"SALVATORE JUNIOR","VĪRIETIS",1
"SALVEGA","SIEVIETE",1
"SALVIJA","SIEVIETE",6
"SALVIJA ANNA","SIEVIETE",1
"SALVIJA ILGA","SIEVIETE",1
"SALVIJS","VĪRIETIS",15
"SALVINA","SIEVIETE",1
"SALVINS","VĪRIETIS",1
"SALVIS","VĪRIETIS",598
"SALVIS ADRIANS","VĪRIETIS",1
"SALVIS ALDIS","VĪRIETIS",1
"SALVIS ALENS","VĪRIETIS",1
"SALVIS ARTĒMIJS","VĪRIETIS",1
"SALVIS GABRIELS","VĪRIETIS",1
"SALVIS INGUS","VĪRIETIS",1
"SALVIS JĀNIS","VĪRIETIS",1
"SALVIS KRISTAPS","VĪRIETIS",1
"SALVIS MAIRIS","VĪRIETIS",1
"SALVIS SANDIS","VĪRIETIS",1
"SALVIS SAULVEDIS","VĪRIETIS",1
"SALVIS SENTIS","VĪRIETIS",1
"SALVO","VĪRIETIS",4
"SALVĒRA","SIEVIETE",1
"SALVĪNA","SIEVIETE",1
"SALYUNYA","SIEVIETE",1
"SALĪ","SIEVIETE",1
"SALĪNA","SIEVIETE",1
"SALĪNA ANTONIJA MERI","SIEVIETE",1
"SALĪNA PAULA","SIEVIETE",1
"SAM","VĪRIETIS",5
"SAM ANTONY JASPHER","VĪRIETIS",1
"SAM FIONN","VĪRIETIS",1
"SAM JASIM","VĪRIETIS",1
"SAM MORGAN","VĪRIETIS",1
"SAM STANLEY","VĪRIETIS",1
"SAMA","SIEVIETE",4
"SAMAD","VĪRIETIS",3
"SAMADHI NIWARTHANA SAMARASINGHE","SIEVIETE",1
"SAMADJON","VĪRIETIS",2
"SAMADS","VĪRIETIS",1
"SAMAELS LEVS","VĪRIETIS",1
"SAMAHA","SIEVIETE",1
"SAMAIJA ELĪNA","SIEVIETE",1
"SAMAJA","SIEVIETE",1
"SAMAN","VĪRIETIS",1
"SAMANDAR","VĪRIETIS",18
"SAMANDARBEK","VĪRIETIS",2
"SAMANDARS","VĪRIETIS",2
"SAMANDS","VĪRIETIS",1
"SAMANTA","SIEVIETE",3063
"SAMANTA ADELĪNA","SIEVIETE",1
"SAMANTA ADRIANA","SIEVIETE",2
"SAMANTA ADRIĀNA","SIEVIETE",2
"SAMANTA AGATE","SIEVIETE",1
"SAMANTA AGIJA","SIEVIETE",1
"SAMANTA AGNESE","SIEVIETE",1
"SAMANTA AIRITA","SIEVIETE",1
"SAMANTA ALEKSA","SIEVIETE",1
"SAMANTA ALEKSANDRA","SIEVIETE",2
"SAMANTA ALISE","SIEVIETE",5
"SAMANTA ALLA","SIEVIETE",1
"SAMANTA AMANDA","SIEVIETE",7
"SAMANTA AMANTA","SIEVIETE",1
"SAMANTA AMĪRA","SIEVIETE",1
"SAMANTA ANABELLA","SIEVIETE",1
"SAMANTA ANASTASIJA","SIEVIETE",2
"SAMANTA ANDA","SIEVIETE",1
"SAMANTA ANETE","SIEVIETE",3
"SAMANTA ANITA","SIEVIETE",1
"SAMANTA ANNA","SIEVIETE",11
"SAMANTA ANNIJA","SIEVIETE",4
"SAMANTA ANTRA","SIEVIETE",1
"SAMANTA ARTA","SIEVIETE",1
"SAMANTA BAIBA","SIEVIETE",1
"SAMANTA BEATE","SIEVIETE",1
"SAMANTA BEATRISE","SIEVIETE",2
"SAMANTA BELLA","SIEVIETE",1
"SAMANTA BERNADETA","SIEVIETE",1
"SAMANTA BETA","SIEVIETE",1
"SAMANTA BETIJA","SIEVIETE",1
"SAMANTA BEĀTA","SIEVIETE",1
"SAMANTA BEĀTE","SIEVIETE",1
"SAMANTA BRETA","SIEVIETE",1
"SAMANTA BRIGITA","SIEVIETE",1
"SAMANTA DANIELA","SIEVIETE",3
"SAMANTA DARJA","SIEVIETE",1
"SAMANTA DILANA","SIEVIETE",1
"SAMANTA DIĀNA","SIEVIETE",2
"SAMANTA DOMINGO","SIEVIETE",1
"SAMANTA DŽASTINA","SIEVIETE",1
"SAMANTA DŽEINA","SIEVIETE",1
"SAMANTA DŽENETA","SIEVIETE",1
"SAMANTA DŽENIFERA","SIEVIETE",1
"SAMANTA DŽO","SIEVIETE",1
"SAMANTA DŽOJA","SIEVIETE",1
"SAMANTA DŽUELA","SIEVIETE",1
"SAMANTA DŽĪNA","SIEVIETE",1
"SAMANTA DŽŪLIJA","SIEVIETE",2
"SAMANTA EDISONE","SIEVIETE",1
"SAMANTA EGIJA","SIEVIETE",1
"SAMANTA ELIJA","SIEVIETE",1
"SAMANTA ELIZABETE","SIEVIETE",11
"SAMANTA ELZA","SIEVIETE",4
"SAMANTA ELĪNA","SIEVIETE",3
"SAMANTA ELĪZA","SIEVIETE",3
"SAMANTA EMI","SIEVIETE",1
"SAMANTA EMĪLIJA","SIEVIETE",5
"SAMANTA ERINA","SIEVIETE",1
"SAMANTA ESMERALDA","SIEVIETE",1
"SAMANTA ESTERE","SIEVIETE",3
"SAMANTA EVA","SIEVIETE",4
"SAMANTA EVELĪNA","SIEVIETE",3
"SAMANTA FELICITA","SIEVIETE",1
"SAMANTA GABRIELA","SIEVIETE",3
"SAMANTA GABRIELLA","SIEVIETE",2
"SAMANTA GITA","SIEVIETE",2
"SAMANTA GLORIJA","SIEVIETE",1
"SAMANTA GREISA","SIEVIETE",1
"SAMANTA GRIETIŅA","SIEVIETE",1
"SAMANTA GRĒTA","SIEVIETE",1
"SAMANTA GUNA","SIEVIETE",1
"SAMANTA HANNA","SIEVIETE",1
"SAMANTA HILDA","SIEVIETE",1
"SAMANTA HOUPA","SIEVIETE",1
"SAMANTA IEVA","SIEVIETE",4
"SAMANTA ILEANA","SIEVIETE",1
"SAMANTA INESE","SIEVIETE",1
"SAMANTA ISABELLA","SIEVIETE",1
"SAMANTA IVETA","SIEVIETE",1
"SAMANTA IZABELLA","SIEVIETE",1
"SAMANTA JASMĪNA","SIEVIETE",1
"SAMANTA JEKATERINA","SIEVIETE",1
"SAMANTA JEKATERĪNA","SIEVIETE",1
"SAMANTA JUDĪTE","SIEVIETE",1
"SAMANTA JURĀTE","SIEVIETE",1
"SAMANTA JUSTĪNE","SIEVIETE",1
"SAMANTA KAMILLA","SIEVIETE",1
"SAMANTA KARĪNA","SIEVIETE",1
"SAMANTA KATE","SIEVIETE",1
"SAMANTA KATRĪNA","SIEVIETE",3
"SAMANTA KEILA","SIEVIETE",1
"SAMANTA KEIRA","SIEVIETE",1
"SAMANTA KEITA","SIEVIETE",15
"SAMANTA KEITIJA","SIEVIETE",1
"SAMANTA KENDIJA","SIEVIETE",1
"SAMANTA KERIJA","SIEVIETE",2
"SAMANTA KITIJA","SIEVIETE",2
"SAMANTA KLAUDIJA","SIEVIETE",1
"SAMANTA KLITAIMNĒSTRA","SIEVIETE",1
"SAMANTA KLOJA","SIEVIETE",1
"SAMANTA KRISTA","SIEVIETE",3
"SAMANTA KRISTALA","SIEVIETE",1
"SAMANTA KRISTIĀNA","SIEVIETE",6
"SAMANTA KRISTĪNE","SIEVIETE",1
"SAMANTA LAILA","SIEVIETE",1
"SAMANTA LAIMA","SIEVIETE",2
"SAMANTA LAUMA","SIEVIETE",1
"SAMANTA LAURA","SIEVIETE",9
"SAMANTA LEILA","SIEVIETE",1
"SAMANTA LELDE","SIEVIETE",1
"SAMANTA LESLĪ","SIEVIETE",1
"SAMANTA LIDIJA","SIEVIETE",2
"SAMANTA LIENA","SIEVIETE",1
"SAMANTA LIENE","SIEVIETE",2
"SAMANTA LILLIJA","SIEVIETE",1
"SAMANTA LINDA","SIEVIETE",4
"SAMANTA LINNA","SIEVIETE",2
"SAMANTA LIVINGSTONE","SIEVIETE",1
"SAMANTA LIĀNA","SIEVIETE",1
"SAMANTA LORENA","SIEVIETE",1
"SAMANTA LORETA","SIEVIETE",2
"SAMANTA LUIZE","SIEVIETE",2
"SAMANTA LUSIJA","SIEVIETE",1
"SAMANTA LUĪZE","SIEVIETE",3
"SAMANTA LĀSMA","SIEVIETE",1
"SAMANTA LĪ","SIEVIETE",1
"SAMANTA LĪGA","SIEVIETE",2
"SAMANTA LĪNA","SIEVIETE",2
"SAMANTA LĪNE","SIEVIETE",1
"SAMANTA LĪVA","SIEVIETE",3
"SAMANTA MADARA","SIEVIETE",4
"SAMANTA MADE","SIEVIETE",1
"SAMANTA MAGDALĒNA","SIEVIETE",1
"SAMANTA MAIJA","SIEVIETE",1
"SAMANTA MALVĪNE","SIEVIETE",1
"SAMANTA MARIA","SIEVIETE",1
"SAMANTA MARIJA","SIEVIETE",5
"SAMANTA MARIKA","SIEVIETE",1
"SAMANTA MARJETA","SIEVIETE",1
"SAMANTA MARTA","SIEVIETE",6
"SAMANTA MELĀNIJA","SIEVIETE",1
"SAMANTA MIA","SIEVIETE",2
"SAMANTA MIŠELA","SIEVIETE",1
"SAMANTA MONA","SIEVIETE",2
"SAMANTA MONTA","SIEVIETE",4
"SAMANTA MĀRA","SIEVIETE",1
"SAMANTA NELLIJA","SIEVIETE",1
"SAMANTA NIKOLA","SIEVIETE",6
"SAMANTA NONIJA","SIEVIETE",1
"SAMANTA ODRIJA","SIEVIETE",1
"SAMANTA OLENA","SIEVIETE",1
"SAMANTA PAMELA","SIEVIETE",1
"SAMANTA PATRĪCIJA","SIEVIETE",5
"SAMANTA PATRĪSIJA","SIEVIETE",1
"SAMANTA PAULA","SIEVIETE",4
"SAMANTA PENELOPE","SIEVIETE",1
"SAMANTA RAILA","SIEVIETE",1
"SAMANTA REBEKA","SIEVIETE",4
"SAMANTA REIČELA","SIEVIETE",1
"SAMANTA RENĀTE","SIEVIETE",1
"SAMANTA RIANONNA","SIEVIETE",1
"SAMANTA ROSE","SIEVIETE",1
"SAMANTA SABĪNE","SIEVIETE",2
"SAMANTA SALLIJA","SIEVIETE",1
"SAMANTA SANDA","SIEVIETE",2
"SAMANTA SANDRA","SIEVIETE",1
"SAMANTA SANIJA","SIEVIETE",2
"SAMANTA SANITA","SIEVIETE",1
"SAMANTA SANTA","SIEVIETE",11
"SAMANTA SARA","SIEVIETE",1
"SAMANTA SARMĪTE","SIEVIETE",1
"SAMANTA SERĪNA","SIEVIETE",1
"SAMANTA SIGITA","SIEVIETE",1
"SAMANTA SILVIJA","SIEVIETE",1
"SAMANTA SINDIJA","SIEVIETE",2
"SAMANTA SINTIJA","SIEVIETE",1
"SAMANTA SMAIDA","SIEVIETE",1
"SAMANTA SOFIJA","SIEVIETE",2
"SAMANTA SONORA","SIEVIETE",2
"SAMANTA TERĒZE","SIEVIETE",2
"SAMANTA TIFĀNIJA","SIEVIETE",1
"SAMANTA TINA","SIEVIETE",1
"SAMANTA TĪNA","SIEVIETE",5
"SAMANTA ULRIKA","SIEVIETE",1
"SAMANTA VALENTĪNA","SIEVIETE",1
"SAMANTA VALĒRIJA","SIEVIETE",2
"SAMANTA VANESA","SIEVIETE",1
"SAMANTA VELTA","SIEVIETE",1
"SAMANTA VENDIJA","SIEVIETE",1
"SAMANTA VIKTORIJA","SIEVIETE",5
"SAMANTA ZELTĪTE","SIEVIETE",1
"SAMANTA ZOĪ","SIEVIETE",1
"SAMANTA ĪVA","SIEVIETE",1
"SAMANTA ŠAMONĪ JAO","SIEVIETE",1
"SAMANTA ŽANETE","SIEVIETE",1
"SAMANTHA","SIEVIETE",2
"SAMANTHA ANNE","SIEVIETE",1
"SAMANTHA CHRISTINE","SIEVIETE",1
"SAMANTHA ELIZABETH LOUISE","SIEVIETE",1
"SAMANTHA ELVIRA","SIEVIETE",1
"SAMANTHA EMILY JEAN","SIEVIETE",1
"SAMANTHA ISABEL","SIEVIETE",1
"SAMANTHA JANE","SIEVIETE",1
"SAMANTHA JAYE","SIEVIETE",1
"SAMANTHA NICOLE","SIEVIETE",1
"SAMAR","SIEVIETE",1
"SAMAR","VĪRIETIS",1
"SAMAR RAZZAK","VĪRIETIS",1
"SAMARA","SIEVIETE",1
"SAMARA LUISE","SIEVIETE",1
"SAMARA REHMANE","SIEVIETE",1
"SAMARA REMI","SIEVIETE",1
"SAMARIDDIN","VĪRIETIS",1
"SAMARIDINKHON","VĪRIETIS",1
"SAMARINA","SIEVIETE",1
"SAMARJON","VĪRIETIS",1
"SAMARPREET","VĪRIETIS",1
"SAMAT","VĪRIETIS",2
"SAMATA","SIEVIETE",1
"SAMED","VĪRIETIS",1
"SAMEDS","VĪRIETIS",1
"SAMEDS ORLANDO","VĪRIETIS",1
"SAMEENA FATHIMA","SIEVIETE",1
"SAMEENDRA","SIEVIETE",1
"SAMEER","VĪRIETIS",1
"SAMEERA DANUSHKA PEIRIS","VĪRIETIS",1
"SAMEERA MADHUSHANKA","VĪRIETIS",1
"SAMEERA YOHAN RAJAPAKSHA","VĪRIETIS",1
"SAMELĪNA","SIEVIETE",1
"SAMER","VĪRIETIS",1
"SAMER K. S.","VĪRIETIS",1
"SAMERA","SIEVIETE",1
"SAMERA ABDULLAH NASSER","SIEVIETE",1
"SAMERA AĻONA","SIEVIETE",1
"SAMERA ŠARLOTE","SIEVIETE",1
"SAMERS","VĪRIETIS",2
"SAMHITHA","SIEVIETE",1
"SAMI","VĪRIETIS",12
"SAMI ABDEL","VĪRIETIS",1
"SAMI HEŠAMS","VĪRIETIS",1
"SAMI JOE","VĪRIETIS",1
"SAMI MATIAS","VĪRIETIS",1
"SAMI NOA","VĪRIETIS",1
"SAMI OLIVIER","VĪRIETIS",1
"SAMI PETTERI","VĪRIETIS",1
"SAMIA","SIEVIETE",6
"SAMIA AMIRA","SIEVIETE",1
"SAMIA IBRAHIMA","SIEVIETE",1
"SAMID","VĪRIETIS",1
"SAMIDA","SIEVIETE",1
"SAMIDIN","VĪRIETIS",1
"SAMIGA","SIEVIETE",1
"SAMIJA","SIEVIETE",13
"SAMIJA ARTA","SIEVIETE",1
"SAMIJA DANIELA","SIEVIETE",1
"SAMIJA LAURA","SIEVIETE",1
"SAMIJA SANSA","SIEVIETE",1
"SAMIJS","VĪRIETIS",2
"SAMIKSHA SHARAD","SIEVIETE",1
"SAMILLA ODRIJA","SIEVIETE",1
"SAMILS","VĪRIETIS",1
"SAMINA","SIEVIETE",2
"SAMINA KEITĪ","SIEVIETE",1
"SAMINDERS","VĪRIETIS",1
"SAMIR","VĪRIETIS",28
"SAMIR ALAM","VĪRIETIS",1
"SAMIR EDMON","VĪRIETIS",1
"SAMIR JOHN","VĪRIETIS",1
"SAMIR KAN","VĪRIETIS",1
"SAMIR RAMESH","VĪRIETIS",1
"SAMIR SHEKHAR","VĪRIETIS",1
"SAMIRA","SIEVIETE",93
"SAMIRA ALEKSANDRA","SIEVIETE",1
"SAMIRA DOMINIKA","SIEVIETE",1
"SAMIRA JEĻIZAVETA","SIEVIETE",1
"SAMIRALIMS","VĪRIETIS",1
"SAMIRMIRZA","VĪRIETIS",1
"SAMIRS","VĪRIETIS",66
"SAMIRS AHMEDS","VĪRIETIS",1
"SAMIRS ALI","VĪRIETIS",1
"SAMIRS LEONARDS","VĪRIETIS",1
"SAMIRS ODIĻJONOVIČS","VĪRIETIS",1
"SAMIRS REDUĀNS","VĪRIETIS",1
"SAMIRS ROMANS","VĪRIETIS",1
"SAMIRULLAH","VĪRIETIS",1
"SAMITH YASANTHA DALPATHADU","VĪRIETIS",1
"SAMITS","VĪRIETIS",1
"SAMIULHAQ","VĪRIETIS",1
"SAMIYA AHMED ABDULJABBAR","SIEVIETE",1
"SAMJAD","VĪRIETIS",1
"SAMMERA","SIEVIETE",5
"SAMMERA ALEKSANDRA","SIEVIETE",1
"SAMMERA ALISE FOKSA","SIEVIETE",1
"SAMMERA KEILA","SIEVIETE",1
"SAMMERA SKAJA","SIEVIETE",1
"SAMMERA ULLA","SIEVIETE",1
"SAMNIT","VĪRIETIS",1
"SAMOELS","VĪRIETIS",1
"SAMOILS","VĪRIETIS",1
"SAMPATH ISHANTHA","VĪRIETIS",1
"SAMPATHAWADUGE DIVYA KAVINDI","SIEVIETE",1
"SAMPSA ILMARI","VĪRIETIS",1
"SAMPSA JUHANA","VĪRIETIS",1
"SAMRAN","SIEVIETE",1
"SAMRANA IEVA","SIEVIETE",1
"SAMRAT","VĪRIETIS",1
"SAMRIDDHI","SIEVIETE",1
"SAMRIDHI","SIEVIETE",2
"SAMRINA","SIEVIETE",1
"SAMRITA","SIEVIETE",1
"SAMRITI","SIEVIETE",1
"SAMROSE","SIEVIETE",1
"SAMS","VĪRIETIS",4
"SAMSON","VĪRIETIS",3
"SAMSON LALLAWMKIPA","VĪRIETIS",1
"SAMSON OLUWASHEGUN","VĪRIETIS",1
"SAMSONS","VĪRIETIS",11
"SAMSONS FILIPS","VĪRIETIS",1
"SAMSONS JULIANS AJOMIDE","VĪRIETIS",1
"SAMSONS ĢIRTS","VĪRIETIS",1
"SAMU KRISTIAN","VĪRIETIS",1
"SAMU TAPANI","VĪRIETIS",1
"SAMUEL","VĪRIETIS",12
"SAMUEL ABRAHAM","VĪRIETIS",1
"SAMUEL ALAIN DENIS","VĪRIETIS",1
"SAMUEL ALEXANDER","VĪRIETIS",1
"SAMUEL ARMAN","VĪRIETIS",1
"SAMUEL ARTIUSHEVITCH","VĪRIETIS",1
"SAMUEL BENJAMIN","VĪRIETIS",1
"SAMUEL CHUKWU","VĪRIETIS",1
"SAMUEL CRAIG","VĪRIETIS",1
"SAMUEL DEQUINA","VĪRIETIS",1
"SAMUEL GALLOWAY","VĪRIETIS",1
"SAMUEL JOAKIM MIKA","VĪRIETIS",1
"SAMUEL JOHN","VĪRIETIS",1
"SAMUEL JOSHUA","VĪRIETIS",1
"SAMUEL KWAME","VĪRIETIS",1
"SAMUEL LAVERNE","VĪRIETIS",1
"SAMUEL ONNI JALMARI","VĪRIETIS",1
"SAMUEL PAUL","VĪRIETIS",1
"SAMUEL PETER JOHANNES","VĪRIETIS",1
"SAMUEL ROSS","VĪRIETIS",1
"SAMUEL THOMAS","VĪRIETIS",1
"SAMUEL WILFRIED","VĪRIETIS",1
"SAMUELA","SIEVIETE",4
"SAMUELA MAIJA","SIEVIETE",1
"SAMUELA SĀRA","SIEVIETE",1
"SAMUELE","VĪRIETIS",4
"SAMUELE VINCENZO","VĪRIETIS",1
"SAMUELIS","VĪRIETIS",1
"SAMUELLA","SIEVIETE",1
"SAMUELS","VĪRIETIS",173
"SAMUELS ADONIS","VĪRIETIS",1
"SAMUELS ALANS","VĪRIETIS",1
"SAMUELS ALBERTS","VĪRIETIS",1
"SAMUELS ALEKSANDRS","VĪRIETIS",2
"SAMUELS ALEKSANDRS SIMONS GABRIELS LUDOVIKS","VĪRIETIS",1
"SAMUELS ALEKSS","VĪRIETIS",1
"SAMUELS ALFREDS","VĪRIETIS",1
"SAMUELS BENDZAMINS","VĪRIETIS",1
"SAMUELS BENDŽAMINS","VĪRIETIS",1
"SAMUELS BENJAMINS","VĪRIETIS",2
"SAMUELS BENS DAVIDS","VĪRIETIS",1
"SAMUELS BLEIDS","VĪRIETIS",1
"SAMUELS BLEIKS","VĪRIETIS",1
"SAMUELS DŽEIKOBS","VĪRIETIS",1
"SAMUELS DŽEIMS","VĪRIETIS",1
"SAMUELS DŽORDANS","VĪRIETIS",1
"SAMUELS DŽOZEFS ALEKSANDRS","VĪRIETIS",1
"SAMUELS DŽOŠUA","VĪRIETIS",2
"SAMUELS EDGARS","VĪRIETIS",1
"SAMUELS EDUARDO","VĪRIETIS",1
"SAMUELS ELIJA","VĪRIETIS",1
"SAMUELS EME","VĪRIETIS",1
"SAMUELS FRANKS DŽETS","VĪRIETIS",1
"SAMUELS GABRIELS","VĪRIETIS",1
"SAMUELS GALS","VĪRIETIS",1
"SAMUELS GINTARS","VĪRIETIS",1
"SAMUELS HARALDS","VĪRIETIS",1
"SAMUELS HENRIJS","VĪRIETIS",1
"SAMUELS IGORS","VĪRIETIS",1
"SAMUELS JAKOBS","VĪRIETIS",1
"SAMUELS JĀNIS","VĪRIETIS",3
"SAMUELS KARLS","VĪRIETIS",1
"SAMUELS KEIS","VĪRIETIS",1
"SAMUELS KĀRLIS","VĪRIETIS",2
"SAMUELS LIAMS","VĪRIETIS",1
"SAMUELS LUDVIGS","VĪRIETIS",1
"SAMUELS LŪKASS","VĪRIETIS",1
"SAMUELS MAKLEINS","VĪRIETIS",1
"SAMUELS MARKS","VĪRIETIS",3
"SAMUELS MARTINS","VĪRIETIS",1
"SAMUELS MATĪSS","VĪRIETIS",1
"SAMUELS MIHAELS","VĪRIETIS",1
"SAMUELS NIKLĀVS","VĪRIETIS",1
"SAMUELS NOA","VĪRIETIS",1
"SAMUELS ONNI","VĪRIETIS",1
"SAMUELS P","VĪRIETIS",1
"SAMUELS PAULS","VĪRIETIS",2
"SAMUELS PRINSS OKEČUKVU","VĪRIETIS",1
"SAMUELS PĀVELS","VĪRIETIS",1
"SAMUELS PĒTERIS","VĪRIETIS",1
"SAMUELS RAIENS","VĪRIETIS",1
"SAMUELS ROBERTS KRISTIANS","VĪRIETIS",1
"SAMUELS ROBERTS NIKOLAJS","VĪRIETIS",1
"SAMUELS SALVIS","VĪRIETIS",1
"SAMUELS SANDO","VĪRIETIS",1
"SAMUELS SEBASTIANS","VĪRIETIS",2
"SAMUELS STĪVENS","VĪRIETIS",1
"SAMUELS TEODORS","VĪRIETIS",1
"SAMUELS TOMASS","VĪRIETIS",2
"SAMUELS TOMS","VĪRIETIS",1
"SAMUELS VALENTĪNS","VĪRIETIS",1
"SAMUELS VILJAMS","VĪRIETIS",1
"SAMUELS ČUKVUDIS","VĪRIETIS",1
"SAMUELS ĒLIS","VĪRIETIS",1
"SAMUELS ĒRIKS","VĪRIETIS",2
"SAMUELS ĪVS","VĪRIETIS",1
"SAMUELS ŠTEFANS","VĪRIETIS",1
"SAMUIL","VĪRIETIS",11
"SAMUILS","VĪRIETIS",65
"SAMUILS DEILS","VĪRIETIS",1
"SAMUILS PĀVELS","VĪRIETIS",1
"SAMURAJS","VĪRIETIS",1
"SAMUĒLA","SIEVIETE",1
"SAMUĒLS","VĪRIETIS",49
"SAMUĒLS AFANASIJS","VĪRIETIS",1
"SAMUĒLS ALI","VĪRIETIS",1
"SAMUĒLS DANIĒLS","VĪRIETIS",1
"SAMUĒLS GINTS","VĪRIETIS",1
"SAMUĒLS JOHANNESS","VĪRIETIS",1
"SAMUĒLS JURIS","VĪRIETIS",1
"SAMUĒLS RIČARDS","VĪRIETIS",1
"SAMUĒLS STEFANS","VĪRIETIS",1
"SAMUĒLS ČISOMS","VĪRIETIS",1
"SAMVEL","VĪRIETIS",7
"SAMVELS","VĪRIETIS",21
"SAMVELS DŽEKSONS","VĪRIETIS",1
"SAMVELS IOANS","VĪRIETIS",1
"SAMVITS","VĪRIETIS",1
